molecule,crp,intprd,cas,drugid
CAPSAICIN#LIDOCAINE,RODLEN_LABORATORIE,AXSAIN RODL,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
CAPSAICIN#LIDOCAINE#MENTHOL#SALICYLIC_ACID,ALEXSO_INC,TEROCIN,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
CAPTOPRIL#HYDROCHLOROTHIAZIDE,ENDO_INTERNATIONAL,CAPOZIDE,58-93-5,"54363, 70341, 80291"
CARBIDOPA,BAUSCH_HEALTH,LODOSYN,28860-95-9,"44388, 58997, 60718, 60977, 94517"
CARBINOXAMINE#DEXTROMETHORPHAN#PHENYLEPHRINE,PALM_PHARM,DMAX,125-71-3,6018
CARBINOXAMINE#DEXTROMETHORPHAN#PHENYLEPHRINE,PALM_PHARM,DMAX,486-16-8,79309
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,125-71-3,6018
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,486-16-8,79309
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,90-82-4,"13110, 91390, 91396"
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,486-16-8,79309
CARBINOXAMINE#PENTOXYVERINE#PHENYLEPHRINE,GENTEX_PHARMA,ARIDEX,486-16-8,79309
CARBINOXAMINE#PHENYLEPHRINE,PERNIX,CORDRON-D NR,486-16-8,79309
CARTEOLOL,ABBOTT,CARTROL,51781-06-7,13484
CEFEPIME#GLUCOSE,BRAUN-MELSUNGEN,CEFEPIME/GLUC BRAU,88040-23-7,2736
CERAMIDE#HYALURONIC_ACID,VALEANT_PHARMA,CERAVE,9004-61-9,"6807, 7103, 13469, 105492"
CETIRIZINE,JOHNSON_&_JOHNSON,ZYRTEC J.J.,83881-51-0,"2752, 13110, 70991"
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,83881-51-0,"2752, 13110, 70991"
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,90-82-4,"13110, 91390, 91396"
CHERRY#CHLORPHENAMINE#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORCYCLIZINE#CLOFEDANOL#PSEUDOEPHEDRINE,PERNIX,BICLORA-D,90-82-4,"13110, 91390, 91396"
CHLORCYCLIZINE#CODEINE,STEWART_JACKSON,NOTUSS-NX,76-57-3,"66158, 91711"
CHLORCYCLIZINE#CODEINE#PHENYLEPHRINE,PERNIX,NASOTUSS,76-57-3,"66158, 91711"
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,76-57-3,"66158, 91711"
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,90-82-4,"13110, 91390, 91396"
CHLORPHENAMINE#CLOFEDANOL#PHENYLEPHRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,90-82-4,"13110, 91390, 91396"
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,103-90-2,"48917, 64433, 68852"
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,76-57-3,"66158, 91711"
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,76-57-3,"66158, 91711"
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,103-90-2,"48917, 64433, 68852"
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,125-71-3,6018
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,125-71-3,6018
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,103-90-2,"48917, 64433, 68852"
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,125-71-3,6018
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,125-71-3,6018
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,90-82-4,"13110, 91390, 91396"
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,90-82-4,"13110, 91390, 91396"
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,90-82-4,"13110, 91390, 91396"
CHLORPHENAMINE#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,90-82-4,"13110, 91390, 91396"
CHLORPHENAMINE#IBUPROFEN#PHENYLEPHRINE,PFIZER,ADVIL ALRGY CNGSTN,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#IBUPROFEN#PHENYLEPHRINE,PFIZER,ADVIL ALRGY CNGSTN,15687-27-1,57598
CHLORPHENAMINE#IBUPROFEN#PSEUDOEPHEDRINE,PFIZER,ADVIL ALRGY SINUS,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#IBUPROFEN#PSEUDOEPHEDRINE,PFIZER,ADVIL ALRGY SINUS,15687-27-1,57598
CHLORPHENAMINE#IBUPROFEN#PSEUDOEPHEDRINE,PFIZER,ADVIL ALRGY SINUS,90-82-4,"13110, 91390, 91396"
CHLORPHENAMINE#MENTHOL#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#PENTOXYVERINE,ESTEVE,TRIONATE,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#PENTOXYVERINE#PHENYLEPHRINE,MEDA,TUSSI-12,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#PHENYLEPHRINE#PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,CHIESI,ALLERX 10,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#PHENYLEPHRINE#PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,CHIESI,ALLERX 10,90-82-4,"13110, 91390, 91396"
CHLORPHENAMINE#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#PSEUDOEPHEDRINE#SCOPOLAMINE,CAPELLON,RESCON MX,132-22-9,"66158, 69798, 83624, 91390, 91711"
CHLORPHENAMINE#PSEUDOEPHEDRINE#SCOPOLAMINE,CAPELLON,RESCON MX,90-82-4,"13110, 91390, 91396"
CHONDROITINSULFURIC_ACID#COLECALCIFEROL#COLLAGEN#FISH#GELATIN#GLUCOSAMINE#HYALURONIC_ACID#LECITHIN#MELATONIN#RIBOFLAVIN,ICELAND_HEALTH,JOINT R/SLEEP ICEL,83-88-5,73506
CHONDROITINSULFURIC_ACID#COLECALCIFEROL#COLLAGEN#FISH#GELATIN#GLUCOSAMINE#HYALURONIC_ACID#LECITHIN#MELATONIN#RIBOFLAVIN,ICELAND_HEALTH,JOINT R/SLEEP ICEL,9004-61-9,"6807, 7103, 13469, 105492"
CHONDROITINSULFURIC_ACID#COLLAGEN#DOCONEXENT#FISH#GLUCOSAMINE#HYALURONIC_ACID#ICOSAPENT,ICELAND_HEALTH,JOINT RELIEF  ICEL,10417-94-4,70004
CHONDROITINSULFURIC_ACID#COLLAGEN#DOCONEXENT#FISH#GLUCOSAMINE#HYALURONIC_ACID#ICOSAPENT,ICELAND_HEALTH,JOINT RELIEF  ICEL,6217-54-5,70004
CHONDROITINSULFURIC_ACID#COLLAGEN#DOCONEXENT#FISH#GLUCOSAMINE#HYALURONIC_ACID#ICOSAPENT,ICELAND_HEALTH,JOINT RELIEF  ICEL,9004-61-9,"6807, 7103, 13469, 105492"
CHONDROITINSULFURIC_ACID#DIMETHYL_SULFONE#FISH#GLUCOSAMINE#HYALURONIC_ACID,VITAL_BASICS,FLEXO FACTOR,9004-61-9,"6807, 7103, 13469, 105492"
CHONDROITINSULFURIC_ACID#DIMETHYL_SULFONE#GLUCOSAMINE#HYALURONIC_ACID,GENERAL_NUTRITION,TRIFLEX FA,9004-61-9,"6807, 7103, 13469, 105492"
CHONDROITINSULFURIC_ACID#GLUCOSAMINE#HYALURONIC_ACID,TWIN_LABS,TRIGOSAMINE,9004-61-9,"6807, 7103, 13469, 105492"
CIPROFLOXACIN#HYDROCORTISONE,NOVARTIS,CIPRO HC,50-23-7,48942
CIPROFLOXACIN#HYDROCORTISONE,NOVARTIS,CIPRO HC,85721-33-1,"32696, 35108, 48942, 65653"
CITRIC_ACID#PARACETAMOL#SODIUM,NUMARK_LABS,BROMO SELTZER,103-90-2,"48917, 64433, 68852"
CLINDAMYCIN#GLUCOSE,NOVARTIS,CLINDAM/GLUC  NOVT,18323-44-9,"44370, 46999, 62738"
CLOFEDANOL#DEXBROMPHENIRAMINE#PSEUDOEPHEDRINE,"MCNEIL,R.A.",CHLO TUSS,90-82-4,"13110, 91390, 91396"
CLOFEDANOL#DEXCHLORPHENIRAMINE#PSEUDOEPHEDRINE,G._M._PHARM,VANACOF,90-82-4,"13110, 91390, 91396"
CLOFEDANOL#GUAIFENESIN#PSEUDOEPHEDRINE,G._M._PHARM,VANACOF DX,90-82-4,"13110, 91390, 91396"
CLOFEDANOL#MEPYRAMINE#PARACETAMOL,CENTURION_LABS,NINJACOF-A,103-90-2,"48917, 64433, 68852"
CLOFEDANOL#MEPYRAMINE#PSEUDOEPHEDRINE,CENTURION_LABS,NINJACOF-D,90-82-4,"13110, 91390, 91396"
CLOFEDANOL#PSEUDOEPHEDRINE,CENTRIX_PHARMACEUT,CLOFERA,90-82-4,"13110, 91390, 91396"
CODEINE#DEXBROMPHENIRAMINE#PSEUDOEPHEDRINE,"MCNEIL,R.A.",M-END MAX D,76-57-3,"66158, 91711"
CODEINE#DEXBROMPHENIRAMINE#PSEUDOEPHEDRINE,"MCNEIL,R.A.",M-END MAX D,90-82-4,"13110, 91390, 91396"
CODEINE#DEXCHLORPHENIRAMINE#PHENYLEPHRINE,G._M._PHARM,VANACOF CD,76-57-3,"66158, 91711"
CODEINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE,ESTEVE,QUARTUSS,125-71-3,6018
CODEINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE,ESTEVE,QUARTUSS,76-57-3,"66158, 91711"
CODEINE#DEXTROMETHORPHAN#PARACETAMOL#PSEUDOEPHEDRINE,NOVARTIS,THERAFLU FLU/CONG,103-90-2,"48917, 64433, 68852"
CODEINE#DEXTROMETHORPHAN#PARACETAMOL#PSEUDOEPHEDRINE,NOVARTIS,THERAFLU FLU/CONG,125-71-3,6018
CODEINE#DEXTROMETHORPHAN#PARACETAMOL#PSEUDOEPHEDRINE,NOVARTIS,THERAFLU FLU/CONG,76-57-3,"66158, 91711"
CODEINE#DEXTROMETHORPHAN#PARACETAMOL#PSEUDOEPHEDRINE,NOVARTIS,THERAFLU FLU/CONG,90-82-4,"13110, 91390, 91396"
CODEINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ACELLA_PHARM,ENTRE-S,125-71-3,6018
CODEINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ACELLA_PHARM,ENTRE-S,76-57-3,"66158, 91711"
CODEINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ACELLA_PHARM,ENTRE-S,90-82-4,"13110, 91390, 91396"
CODEINE#DIPHENHYDRAMINE#PHENYLEPHRINE,CENTURION_LABS,AIRACOF,76-57-3,"66158, 91711"
CODEINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,MCR/AMERICAN_PHARM,PHENFLU CD,103-90-2,"48917, 64433, 68852"
CODEINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,MCR/AMERICAN_PHARM,PHENFLU CD,76-57-3,"66158, 91711"
CODEINE#GUAIFENESIN#PARACETAMOL#PSEUDOEPHEDRINE,MCR/AMERICAN_PHARM,MAXIFLU CD,103-90-2,"48917, 64433, 68852"
CODEINE#GUAIFENESIN#PARACETAMOL#PSEUDOEPHEDRINE,MCR/AMERICAN_PHARM,MAXIFLU CD,76-57-3,"66158, 91711"
CODEINE#GUAIFENESIN#PARACETAMOL#PSEUDOEPHEDRINE,MCR/AMERICAN_PHARM,MAXIFLU CD,90-82-4,"13110, 91390, 91396"
CODEINE#HYDROCODONE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS UNSP,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
CODEINE#HYDROCODONE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS UNSP,76-57-3,"66158, 91711"
CODEINE#HYDROCODONE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS UNSP,90-82-4,"13110, 91390, 91396"
CODEINE#IBUPROFEN,PFIZER,ADVIL CHILDRENS CD,15687-27-1,57598
CODEINE#IBUPROFEN,PFIZER,ADVIL CHILDRENS CD,76-57-3,"66158, 91711"
CODEINE#MEPYRAMINE#PHENYLEPHRINE,SHIONOGI_SEIYAKU,CODIMAL PH,76-57-3,"66158, 91711"
CODEINE#MEPYRAMINE#PSEUDOEPHEDRINE,LASER_INC,NEO AC,76-57-3,"66158, 91711"
CODEINE#MEPYRAMINE#PSEUDOEPHEDRINE,LASER_INC,NEO AC,90-82-4,"13110, 91390, 91396"
CODEINE#PHENYLEPHRINE#TRIPROLIDINE,ALLEGIS_PHARM,HISTEX-AC,76-57-3,"66158, 91711"
COLECALCIFEROL#CYANOCOBALAMIN#FOLIC_ACID#IODINE#IRON_FERROUS#LEVOMEFOLIC_ACID#PYRIDOXINE,INSUD_PHARMA,VITAFOL-NANO,65-23-6,"85192, 109953"
COLECALCIFEROL#CYANOCOBALAMIN#FOLIC_ACID#IODINE#IRON_FERROUS#LEVOMEFOLIC_ACID#PYRIDOXINE,INSUD_PHARMA,VITAFOL-NANO,68-19-9,"98637, 98648"
COLEUS_FORSKOHLII#HYDROCORTISONE#LIDOCAINE,AVION_PHARMA,ANA-LEX,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
COLEUS_FORSKOHLII#HYDROCORTISONE#LIDOCAINE,AVION_PHARMA,ANA-LEX,50-23-7,48942
COLISTIN#HYDROCORTISONE#NEOMYCIN#THONZYLAMINE,ENDO_INTERNATIONAL,CORTISPORIN-TC,50-23-7,48942
CYANOCOBALAMIN#ELETTARIA_CARDAMOMUM#GARDENIA#HUMULUS_LUPULUS#LAVANDULA_ANGUSTIFOLIA#MELATONIN#ORIGANUM_VULGARE#PASSIFLORA_INCARNATA#THEANINE#VIOLA_ODORATA,IOVATE,SLEEP FAST,68-19-9,"98637, 98648"
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE,ESTEVE,FOLBIC RF,65-23-6,"85192, 109953"
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE,ESTEVE,FOLBIC RF,68-19-9,"98637, 98648"
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE#RIBOFLAVIN,ALFASIGMA,CEREFOLIN,65-23-6,"85192, 109953"
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE#RIBOFLAVIN,ALFASIGMA,CEREFOLIN,68-19-9,"98637, 98648"
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE#RIBOFLAVIN,ALFASIGMA,CEREFOLIN,83-88-5,73506
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,1132935-63-7,"60861, 100124"
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,1216941-48-8,100124
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,1258226-87-7,100124
DASABUVIR#OMBITASVIR#PARITAPREVIR#RITONAVIR,ABBVIE,VIEKIRA PAK,155213-67-5,100124
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PSEUDOEPHEDRINE,DAYTON_LABS,DEKA DAYT,125-71-3,6018
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PSEUDOEPHEDRINE,DAYTON_LABS,DEKA DAYT,90-82-4,"13110, 91390, 91396"
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#MEPYRAMINE#PHENYLEPHRINE,POLY_PHARM,POLY TAN DM,125-71-3,6018
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#PHENYLEPHRINE,LARKEN_LABS,Y-COF,125-71-3,6018
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,"MCNEIL,R.A.",M-END DMX,125-71-3,6018
DEXBROMPHENIRAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,"MCNEIL,R.A.",M-END DMX,90-82-4,"13110, 91390, 91396"
DEXBROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,BRIGHTON_PHARM,DXBPM/HYCD/PE BGHP,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
DEXBROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,BRIGHTON_PHARM,DXBPM/HYCD/PE BGHP,90-82-4,"13110, 91390, 91396"
DEXCHLORPHENIRAMINE#DEXTROMETHORPHAN#MEPYRAMINE#PHENYLEPHRINE,KOWA,PROHIST PREB,125-71-3,6018
DEXCHLORPHENIRAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,SHIONOGI_SEIYAKU,TANAFED DMX,125-71-3,6018
DEXCHLORPHENIRAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,SHIONOGI_SEIYAKU,TANAFED DMX,90-82-4,"13110, 91390, 91396"
DEXCHLORPHENIRAMINE#HYDROCODONE#PHENYLEPHRINE,PERNIX,HYDEX PD,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
DEXCHLORPHENIRAMINE#PSEUDOEPHEDRINE,SHIONOGI_SEIYAKU,TANAFED DP,90-82-4,"13110, 91390, 91396"
DEXCHLORPHENIRAMINE#PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,KOWA,DURAHIST D,90-82-4,"13110, 91390, 91396"
DEXTRANOMER#HYALURONIC_ACID,BAUSCH_HEALTH,SOLESTA,9004-61-9,"6807, 7103, 13469, 105492"
DEXTROMETHORPHAN#DIPHENHYDRAMINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,JOHNSON_&_JOHNSON,SUDAFED PE DAY/NIG,103-90-2,"48917, 64433, 68852"
DEXTROMETHORPHAN#DIPHENHYDRAMINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,JOHNSON_&_JOHNSON,SUDAFED PE DAY/NIG,125-71-3,6018
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PARACETAMOL,AKORN,DIABETIC TUSSIN NT,103-90-2,"48917, 64433, 68852"
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PARACETAMOL,AKORN,DIABETIC TUSSIN NT,125-71-3,6018
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PARACETAMOL#PHENYLEPHRINE,LAB_UNKNOWN,PE/APAP/DM/DP L.U.,103-90-2,"48917, 64433, 68852"
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PARACETAMOL#PHENYLEPHRINE,LAB_UNKNOWN,PE/APAP/DM/DP L.U.,125-71-3,6018
DEXTROMETHORPHAN#DIPHENHYDRAMINE#PHENYLEPHRINE,PERNIX,DYTAN-DM,125-71-3,6018
DEXTROMETHORPHAN#DOXYLAMINE,PROCTER_&_GAMBLE,VICKS FORMULA 44,125-71-3,6018
DEXTROMETHORPHAN#DOXYLAMINE,PROCTER_&_GAMBLE,VICKS FORMULA 44,469-21-6,"85192, 109953"
DEXTROMETHORPHAN#DOXYLAMINE#GUAIFENESIN#PARACETAMOL,LAB_UNKNOWN,AP/DM/GUA/DXY L.U.,103-90-2,"48917, 64433, 68852"
DEXTROMETHORPHAN#DOXYLAMINE#GUAIFENESIN#PARACETAMOL,LAB_UNKNOWN,AP/DM/GUA/DXY L.U.,125-71-3,6018
DEXTROMETHORPHAN#DOXYLAMINE#GUAIFENESIN#PARACETAMOL,LAB_UNKNOWN,AP/DM/GUA/DXY L.U.,469-21-6,"85192, 109953"
DEXTROMETHORPHAN#DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS DM SALL,125-71-3,6018
DEXTROMETHORPHAN#DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS DM SALL,469-21-6,"85192, 109953"
DEXTROMETHORPHAN#DOXYLAMINE#PSEUDOEPHEDRINE,"SALLUS_LABS,_LLC",LORTUSS DM SALL,90-82-4,"13110, 91390, 91396"
DEXTROMETHORPHAN#EPHEDRINE,MAYNE_PHARMA_GROUP,DUR-TANN FORTE,125-71-3,6018
DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,MCR/AMERICAN_PHARM,MAXIFLU DM,103-90-2,"48917, 64433, 68852"
DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,MCR/AMERICAN_PHARM,MAXIFLU DM,125-71-3,6018
DEXTROMETHORPHAN#MENTHOL,RECKITT_BENCKISER,DELSYM COUGH RF PL,125-71-3,6018
DEXTROMETHORPHAN#MEPYRAMINE,CAPITAL_PHARM,CAPRON DM,125-71-3,6018
DEXTROMETHORPHAN#MEPYRAMINE#PHENYLEPHRINE,SHIONOGI_SEIYAKU,CODIMAL DM,125-71-3,6018
DEXTROMETHORPHAN#MEPYRAMINE#PSEUDOEPHEDRINE,TIBER_PHARM,VIRAVAN-PDM,125-71-3,6018
DEXTROMETHORPHAN#MEPYRAMINE#PSEUDOEPHEDRINE,TIBER_PHARM,VIRAVAN-PDM,90-82-4,"13110, 91390, 91396"
DEXTROMETHORPHAN#PHENYLEPHRINE#THONZYLAMINE,POLY_PHARM,POLY-HIST DM,125-71-3,6018
DEXTROMETHORPHAN#SULFOGAIACOL,BLANSETT,PROLEX DMX,125-71-3,6018
DICLOFENAMIDE#ISOMETHEPTENE#PARACETAMOL,EXCELLIUM_PHARM,EPIDREN,103-90-2,"48917, 64433, 68852"
DICLOFENAMIDE#ISOMETHEPTENE#PARACETAMOL,EXCELLIUM_PHARM,EPIDREN,120-97-8,73309
DIIODOHYDROXYQUINOLINE#HYDROCORTISONE,ARTESA_LABS,VYTONE,50-23-7,48942
DIMETICONE#GLYCEROL#HYALURONIC_ACID#SOYA_LECITHIN,UNIV_MEDICAL_PROD,ACNEFREE POCKMARK,9004-61-9,"6807, 7103, 13469, 105492"
DIOSMIN#HYDROCORTISONE#PRAMOCAINE,SEBELA_PHARMACEUT,ANALPRAM ADVANCED,50-23-7,48942
DIPHENHYDRAMINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,RECKITT_BENCKISER,MUCINEX SINUS-MAX,103-90-2,"48917, 64433, 68852"
DIPHENHYDRAMINE#HYDROCODONE#PHENYLEPHRINE,PERNIX,HYDRO-DP,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396"
DIPHENHYDRAMINE#HYDROCORTISONE#NYSTATIN,CUTIS_PHARMA,FIRST-DUKES,50-23-7,48942
DIPHENHYDRAMINE#HYDROCORTISONE#NYSTATIN#TETRACYCLINE,CUTIS_PHARMA,FIRST-MARYS MOUTHW,50-23-7,48942
DIPHENHYDRAMINE#IBUPROFEN,PFIZER,ADVIL PM,15687-27-1,57598
DIPHENHYDRAMINE#LIDOCAINE#NYSTATIN,CUTIS_PHARMA,FIRST-BXN,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455"
DIPHENHYDRAMINE#NAPROXEN,BAYER,ALEVE PM,22204-53-1,17853
DL-LACTIC_ACID#MOMETASONE,INNOCUTIS,MOMEXIN,105102-22-5,"13594, 61413"
DL-LACTIC_ACID#ULOBETASOL,JSJ_PHARMACEUTICAL,HALONATE,98651-66-2,"6292, 114745"
