molecule,crp,intprd,cas,matched_drugid,match_type_ncas,different_compounds
BROMPHENIRAMINE#HYDROCODONE#PHENYLEPHRINE,WRASER_PHARM,FLUTUSS HC,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
BROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PERNIX,DROCON-CS,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
BROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PERNIX,DROCON-CS,90-82-4,"13110, 91390, 91396",1,0
BROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PERNIX,DROCON-CS,"125-29-1, 90-82-4",91390,2,1
BROMPHENIRAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PERNIX,DROCON-CS,"125-29-1, 90-82-4",91396,2,1
BROMPHENIRAMINE#PENTOXYVERINE#PSEUDOEPHEDRINE,CAPELLON,TREXBROM,90-82-4,"13110, 91390, 91396",1,0
BUPIVACAINE#FENTANYL,BAXTER_INT,FENT/BUPI/SOD BAXT,38396-39-3,14658,1,0
BUPIVACAINE#FENTANYL,BAXTER_INT,FENT/BUPI/SOD BAXT,437-38-7,"5254, 10298, 12846, 31134, 44699, 55195, 56472, 58903",1,0
BUPIVACAINE#LIDOCAINE,AMPHASTAR,DUOCAINE,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
BUPIVACAINE#LIDOCAINE,AMPHASTAR,DUOCAINE,38396-39-3,14658,1,0
BUPIVACAINE#SODIUM,PHARMEDIUM,BUPIVACA/SOD  PRMU,38396-39-3,14658,1,0
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,465-65-6,"56687, 64940, 66004, 70447, 75426, 91856",1,0
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,52485-79-7,"2695, 31115, 33497, 57557, 64940, 66004, 75426, 82591",1,0
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,"465-65-6, 52485-79-7",64940,2,1
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,"465-65-6, 52485-79-7",66004,2,1
BUPRENORPHINE#NALOXONE,INDIVIOR,SUBOXONE,"465-65-6, 52485-79-7",75426,2,1
BUTALAMINE#CAFFEINE#PARACETAMOL,VALEANT_PHARMA,ORBIVAN,103-90-2,"48917, 64433, 68852",1,0
CAFFEINE#CHROMIUM#CYANOCOBALAMIN#EPIGALLOCATECHIN_GALLATE#NICOTINAMIDE#PANAX_GINSENG#PANTOTHENIC_ACID#PYRIDOXINE#RIBOFLAVIN#THIAMINE,NVE_PHARMACEUTICAL,DEXATRIM MAX,65-23-6,"85192, 109953",1,0
CAFFEINE#CHROMIUM#CYANOCOBALAMIN#EPIGALLOCATECHIN_GALLATE#NICOTINAMIDE#PANAX_GINSENG#PANTOTHENIC_ACID#PYRIDOXINE#RIBOFLAVIN#THIAMINE,NVE_PHARMACEUTICAL,DEXATRIM MAX,68-19-9,"98637, 98648",1,0
CAFFEINE#CHROMIUM#CYANOCOBALAMIN#EPIGALLOCATECHIN_GALLATE#NICOTINAMIDE#PANAX_GINSENG#PANTOTHENIC_ACID#PYRIDOXINE#RIBOFLAVIN#THIAMINE,NVE_PHARMACEUTICAL,DEXATRIM MAX,83-88-5,73506,1,0
CAFFEINE#MAGNESIUM#PARACETAMOL#PHENYLTOLOXAMINE,ESTEVE,COMBIFLEX ES,103-90-2,"48917, 64433, 68852",1,0
CAFFEINE#PARACETAMOL#PHENYLEPHRINE,MEDIQUE,MEDI-GRAINE,103-90-2,"48917, 64433, 68852",1,0
CAFFEINE#PARACETAMOL#PHENYLTOLOXAMINE#SALICYLAMIDE,POLY_PHARM,DURABAC,103-90-2,"48917, 64433, 68852",1,0
CAFFEINE#PARACETAMOL#PHENYLTOLOXAMINE#SALICYLIC_ACID,POLY_PHARM,DURABAC FORTE,103-90-2,"48917, 64433, 68852",1,0
CAFFEINE#PARACETAMOL#SALICYLIC_ACID,AMCO,ARTHRITIN PLUS,103-90-2,"48917, 64433, 68852",1,0
CAMELLIA_SINENSIS#LIDOCAINE,C.C.A._INDUSTRIES,SCAR ZONE BURN GEL,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
CAPSAICIN#LIDOCAINE,RODLEN_LABORATORIE,AXSAIN RODL,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
CAPSAICIN#LIDOCAINE#MENTHOL#SALICYLIC_ACID,ALEXSO_INC,TEROCIN,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
CAPTOPRIL#HYDROCHLOROTHIAZIDE,ENDO_INTERNATIONAL,CAPOZIDE,58-93-5,"54363, 70341, 80291",1,0
CARBIDOPA,BAUSCH_HEALTH,LODOSYN,28860-95-9,"44388, 58997, 60718, 60977, 94517",1,0
CARBINOXAMINE#DEXTROMETHORPHAN#PHENYLEPHRINE,PALM_PHARM,DMAX,125-71-3,6018,1,0
CARBINOXAMINE#DEXTROMETHORPHAN#PHENYLEPHRINE,PALM_PHARM,DMAX,486-16-8,79309,1,0
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,125-71-3,6018,1,0
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,486-16-8,79309,1,0
CARBINOXAMINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ENDO_HEALTH_SOLUT.,CARDEC DM,90-82-4,"13110, 91390, 91396",1,0
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
CARBINOXAMINE#HYDROCODONE#PHENYLEPHRINE,PALM_PHARM,MAX HC,486-16-8,79309,1,0
CARBINOXAMINE#PENTOXYVERINE#PHENYLEPHRINE,GENTEX_PHARMA,ARIDEX,486-16-8,79309,1,0
CARBINOXAMINE#PHENYLEPHRINE,PERNIX,CORDRON-D NR,486-16-8,79309,1,0
CARTEOLOL,ABBOTT,CARTROL,51781-06-7,13484,1,0
CEFEPIME#GLUCOSE,BRAUN-MELSUNGEN,CEFEPIME/GLUC BRAU,88040-23-7,2736,1,0
CERAMIDE#HYALURONIC_ACID,VALEANT_PHARMA,CERAVE,9004-61-9,"6807, 7103, 13469, 105492",1,0
CETIRIZINE,JOHNSON_&_JOHNSON,ZYRTEC J.J.,83881-51-0,"2752, 13110, 70991",1,0
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,83881-51-0,"2752, 13110, 70991",1,0
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,90-82-4,"13110, 91390, 91396",1,0
CETIRIZINE#PSEUDOEPHEDRINE,JOHNSON_&_JOHNSON,ZYRTEC DUO,"83881-51-0, 90-82-4",13110,2,1
CHERRY#CHLORPHENAMINE#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORCYCLIZINE#CLOFEDANOL#PSEUDOEPHEDRINE,PERNIX,BICLORA-D,90-82-4,"13110, 91390, 91396",1,0
CHLORCYCLIZINE#CODEINE,STEWART_JACKSON,NOTUSS-NX,76-57-3,"66158, 91711",1,0
CHLORCYCLIZINE#CODEINE#PHENYLEPHRINE,PERNIX,NASOTUSS,76-57-3,"66158, 91711",1,0
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,76-57-3,"66158, 91711",1,0
CHLORCYCLIZINE#CODEINE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS-NXD,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#CLOFEDANOL#PHENYLEPHRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#CLOFEDANOL#PSEUDOEPHEDRINE,JAYMAC_PHARMA,DRYMAX AF,"132-22-9, 90-82-4",91390,2,1
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,103-90-2,"48917, 64433, 68852",1,0
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,76-57-3,"66158, 91711",1,0
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,"132-22-9, 76-57-3",66158,2,1
CHLORPHENAMINE#CODEINE#PARACETAMOL,MCR/AMERICAN_PHARM,COTABFLU,"132-22-9, 76-57-3",91711,2,1
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,76-57-3,"66158, 91711",1,0
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,"132-22-9, 76-57-3",66158,2,1
CHLORPHENAMINE#CODEINE#PHENYLEPHRINE,CAPITAL_PHARM,CAPCOF,"132-22-9, 76-57-3",91711,2,1
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,103-90-2,"48917, 64433, 68852",1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,125-71-3,6018,1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PARACETAMOL,BAYER,CORICIDIN HBP D/N,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,125-71-3,6018,1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK DM,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,103-90-2,"48917, 64433, 68852",1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,125-71-3,6018,1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#PARACETAMOL,BAYER,CORICIDIN HBP MAX,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,125-71-3,6018,1,0
CHLORPHENAMINE#DEXTROMETHORPHAN#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL DM,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#DIHYDROCODEINE#PSEUDOEPHEDRINE,KV_PHARM,HYDRO-TUSSIN DHC,"132-22-9, 90-82-4",91390,2,1
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#DIPHENHYDRAMINE#PSEUDOEPHEDRINE,WOCKHARDT,C-PHED DPD TANNATE,"132-22-9, 90-82-4",91390,2,1
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,"125-29-1, 132-22-9",69798,2,1
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,"125-29-1, 132-22-9",83624,2,1
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,"125-29-1, 132-22-9, 90-82-4",91390,3,1
CHLORPHENAMINE#GUAIFENESIN#HYDROCODONE#PSEUDOEPHEDRINE,MAGNA_PHARM,ZTUSS,"125-29-1, 90-82-4",91396,2,1
CHLORPHENAMINE#GUAIFENESIN#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,MELDEX_INTERNAT.,SYMPAK,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,"125-29-1, 132-22-9",69798,2,1
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,"125-29-1, 132-22-9",83624,2,1
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,"125-29-1, 132-22-9, 90-82-4",91390,3,1
CHLORPHENAMINE#HYDROCODONE#PSEUDOEPHEDRINE,PFIZER,TUSSEND,"125-29-1, 90-82-4",91396,2,1
CHLORPHENAMINE#IBUPROFEN#PHENYLEPHRINE,PFIZER,ADVIL ALRGY CNGSTN,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#IBUPROFEN#PHENYLEPHRINE,PFIZER,ADVIL ALRGY CNGSTN,15687-27-1,57598,1,0
CHLORPHENAMINE#IBUPROFEN#PSEUDOEPHEDRINE,PFIZER,ADVIL ALRGY SINUS,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#IBUPROFEN#PSEUDOEPHEDRINE,PFIZER,ADVIL ALRGY SINUS,15687-27-1,57598,1,0
CHLORPHENAMINE#IBUPROFEN#PSEUDOEPHEDRINE,PFIZER,ADVIL ALRGY SINUS,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#IBUPROFEN#PSEUDOEPHEDRINE,PFIZER,ADVIL ALRGY SINUS,"132-22-9, 90-82-4",91390,2,1
CHLORPHENAMINE#MENTHOL#PHENYLPROPANOLAMINE,NOVARTIS,TRIAMINIC,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#PENTOXYVERINE,ESTEVE,TRIONATE,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#PENTOXYVERINE#PHENYLEPHRINE,MEDA,TUSSI-12,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#PHENYLEPHRINE#PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,CHIESI,ALLERX 10,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#PHENYLEPHRINE#PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,CHIESI,ALLERX 10,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#PHENYLEPHRINE#PSEUDOEPHEDRINE#SCOPOLAMINE_METHYL_HYDROXIDE,CHIESI,ALLERX 10,"132-22-9, 90-82-4",91390,2,1
CHLORPHENAMINE#PHENYLEPHRINE#SCOPOLAMINE_METHYL_HYDROXIDE,AURIGA_LABORATORIE,EXTENDRYL,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#PSEUDOEPHEDRINE#SCOPOLAMINE,CAPELLON,RESCON MX,132-22-9,"66158, 69798, 83624, 91390, 91711",1,0
CHLORPHENAMINE#PSEUDOEPHEDRINE#SCOPOLAMINE,CAPELLON,RESCON MX,90-82-4,"13110, 91390, 91396",1,0
CHLORPHENAMINE#PSEUDOEPHEDRINE#SCOPOLAMINE,CAPELLON,RESCON MX,"132-22-9, 90-82-4",91390,2,1
CHONDROITINSULFURIC_ACID#COLECALCIFEROL#COLLAGEN#FISH#GELATIN#GLUCOSAMINE#HYALURONIC_ACID#LECITHIN#MELATONIN#RIBOFLAVIN,ICELAND_HEALTH,JOINT R/SLEEP ICEL,83-88-5,73506,1,0
CHONDROITINSULFURIC_ACID#COLECALCIFEROL#COLLAGEN#FISH#GELATIN#GLUCOSAMINE#HYALURONIC_ACID#LECITHIN#MELATONIN#RIBOFLAVIN,ICELAND_HEALTH,JOINT R/SLEEP ICEL,9004-61-9,"6807, 7103, 13469, 105492",1,0
CHONDROITINSULFURIC_ACID#COLLAGEN#DOCONEXENT#FISH#GLUCOSAMINE#HYALURONIC_ACID#ICOSAPENT,ICELAND_HEALTH,JOINT RELIEF  ICEL,10417-94-4,70004,1,0
CHONDROITINSULFURIC_ACID#COLLAGEN#DOCONEXENT#FISH#GLUCOSAMINE#HYALURONIC_ACID#ICOSAPENT,ICELAND_HEALTH,JOINT RELIEF  ICEL,6217-54-5,70004,1,0
CHONDROITINSULFURIC_ACID#COLLAGEN#DOCONEXENT#FISH#GLUCOSAMINE#HYALURONIC_ACID#ICOSAPENT,ICELAND_HEALTH,JOINT RELIEF  ICEL,9004-61-9,"6807, 7103, 13469, 105492",1,0
CHONDROITINSULFURIC_ACID#COLLAGEN#DOCONEXENT#FISH#GLUCOSAMINE#HYALURONIC_ACID#ICOSAPENT,ICELAND_HEALTH,JOINT RELIEF  ICEL,"10417-94-4, 6217-54-5",70004,2,1
CHONDROITINSULFURIC_ACID#DIMETHYL_SULFONE#FISH#GLUCOSAMINE#HYALURONIC_ACID,VITAL_BASICS,FLEXO FACTOR,9004-61-9,"6807, 7103, 13469, 105492",1,0
CHONDROITINSULFURIC_ACID#DIMETHYL_SULFONE#GLUCOSAMINE#HYALURONIC_ACID,GENERAL_NUTRITION,TRIFLEX FA,9004-61-9,"6807, 7103, 13469, 105492",1,0
CHONDROITINSULFURIC_ACID#GLUCOSAMINE#HYALURONIC_ACID,TWIN_LABS,TRIGOSAMINE,9004-61-9,"6807, 7103, 13469, 105492",1,0
CIPROFLOXACIN#HYDROCORTISONE,NOVARTIS,CIPRO HC,50-23-7,48942,1,0
CIPROFLOXACIN#HYDROCORTISONE,NOVARTIS,CIPRO HC,85721-33-1,"32696, 35108, 48942, 65653",1,0
CIPROFLOXACIN#HYDROCORTISONE,NOVARTIS,CIPRO HC,"50-23-7, 85721-33-1",48942,2,1
CITRIC_ACID#PARACETAMOL#SODIUM,NUMARK_LABS,BROMO SELTZER,103-90-2,"48917, 64433, 68852",1,0
CLINDAMYCIN#GLUCOSE,NOVARTIS,CLINDAM/GLUC  NOVT,18323-44-9,"44370, 46999, 62738",1,0
CLOFEDANOL#DEXBROMPHENIRAMINE#PSEUDOEPHEDRINE,"MCNEIL,R.A.",CHLO TUSS,90-82-4,"13110, 91390, 91396",1,0
CLOFEDANOL#DEXCHLORPHENIRAMINE#PSEUDOEPHEDRINE,G._M._PHARM,VANACOF,90-82-4,"13110, 91390, 91396",1,0
CLOFEDANOL#GUAIFENESIN#PSEUDOEPHEDRINE,G._M._PHARM,VANACOF DX,90-82-4,"13110, 91390, 91396",1,0
CLOFEDANOL#MEPYRAMINE#PARACETAMOL,CENTURION_LABS,NINJACOF-A,103-90-2,"48917, 64433, 68852",1,0
CLOFEDANOL#MEPYRAMINE#PSEUDOEPHEDRINE,CENTURION_LABS,NINJACOF-D,90-82-4,"13110, 91390, 91396",1,0
CLOFEDANOL#PSEUDOEPHEDRINE,CENTRIX_PHARMACEUT,CLOFERA,90-82-4,"13110, 91390, 91396",1,0
CODEINE#DEXBROMPHENIRAMINE#PSEUDOEPHEDRINE,"MCNEIL,R.A.",M-END MAX D,76-57-3,"66158, 91711",1,0
CODEINE#DEXBROMPHENIRAMINE#PSEUDOEPHEDRINE,"MCNEIL,R.A.",M-END MAX D,90-82-4,"13110, 91390, 91396",1,0
CODEINE#DEXCHLORPHENIRAMINE#PHENYLEPHRINE,G._M._PHARM,VANACOF CD,76-57-3,"66158, 91711",1,0
CODEINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE,ESTEVE,QUARTUSS,125-71-3,6018,1,0
CODEINE#DEXTROMETHORPHAN#GUAIFENESIN#PHENYLEPHRINE,ESTEVE,QUARTUSS,76-57-3,"66158, 91711",1,0
CODEINE#DEXTROMETHORPHAN#PARACETAMOL#PSEUDOEPHEDRINE,NOVARTIS,THERAFLU FLU/CONG,103-90-2,"48917, 64433, 68852",1,0
CODEINE#DEXTROMETHORPHAN#PARACETAMOL#PSEUDOEPHEDRINE,NOVARTIS,THERAFLU FLU/CONG,125-71-3,6018,1,0
CODEINE#DEXTROMETHORPHAN#PARACETAMOL#PSEUDOEPHEDRINE,NOVARTIS,THERAFLU FLU/CONG,76-57-3,"66158, 91711",1,0
CODEINE#DEXTROMETHORPHAN#PARACETAMOL#PSEUDOEPHEDRINE,NOVARTIS,THERAFLU FLU/CONG,90-82-4,"13110, 91390, 91396",1,0
CODEINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ACELLA_PHARM,ENTRE-S,125-71-3,6018,1,0
CODEINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ACELLA_PHARM,ENTRE-S,76-57-3,"66158, 91711",1,0
CODEINE#DEXTROMETHORPHAN#PSEUDOEPHEDRINE,ACELLA_PHARM,ENTRE-S,90-82-4,"13110, 91390, 91396",1,0
CODEINE#DIPHENHYDRAMINE#PHENYLEPHRINE,CENTURION_LABS,AIRACOF,76-57-3,"66158, 91711",1,0
CODEINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,MCR/AMERICAN_PHARM,PHENFLU CD,103-90-2,"48917, 64433, 68852",1,0
CODEINE#GUAIFENESIN#PARACETAMOL#PHENYLEPHRINE,MCR/AMERICAN_PHARM,PHENFLU CD,76-57-3,"66158, 91711",1,0
CODEINE#GUAIFENESIN#PARACETAMOL#PSEUDOEPHEDRINE,MCR/AMERICAN_PHARM,MAXIFLU CD,103-90-2,"48917, 64433, 68852",1,0
CODEINE#GUAIFENESIN#PARACETAMOL#PSEUDOEPHEDRINE,MCR/AMERICAN_PHARM,MAXIFLU CD,76-57-3,"66158, 91711",1,0
CODEINE#GUAIFENESIN#PARACETAMOL#PSEUDOEPHEDRINE,MCR/AMERICAN_PHARM,MAXIFLU CD,90-82-4,"13110, 91390, 91396",1,0
CODEINE#HYDROCODONE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS UNSP,125-29-1,"59692, 66538, 69798, 83624, 91390, 91396",1,0
CODEINE#HYDROCODONE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS UNSP,76-57-3,"66158, 91711",1,0
CODEINE#HYDROCODONE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS UNSP,90-82-4,"13110, 91390, 91396",1,0
CODEINE#HYDROCODONE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS UNSP,"125-29-1, 90-82-4",91390,2,1
CODEINE#HYDROCODONE#PSEUDOEPHEDRINE,STEWART_JACKSON,NOTUSS UNSP,"125-29-1, 90-82-4",91396,2,1
CODEINE#IBUPROFEN,PFIZER,ADVIL CHILDRENS CD,15687-27-1,57598,1,0
CODEINE#IBUPROFEN,PFIZER,ADVIL CHILDRENS CD,76-57-3,"66158, 91711",1,0
CODEINE#MEPYRAMINE#PHENYLEPHRINE,SHIONOGI_SEIYAKU,CODIMAL PH,76-57-3,"66158, 91711",1,0
CODEINE#MEPYRAMINE#PSEUDOEPHEDRINE,LASER_INC,NEO AC,76-57-3,"66158, 91711",1,0
CODEINE#MEPYRAMINE#PSEUDOEPHEDRINE,LASER_INC,NEO AC,90-82-4,"13110, 91390, 91396",1,0
CODEINE#PHENYLEPHRINE#TRIPROLIDINE,ALLEGIS_PHARM,HISTEX-AC,76-57-3,"66158, 91711",1,0
COLECALCIFEROL#CYANOCOBALAMIN#FOLIC_ACID#IODINE#IRON_FERROUS#LEVOMEFOLIC_ACID#PYRIDOXINE,INSUD_PHARMA,VITAFOL-NANO,65-23-6,"85192, 109953",1,0
COLECALCIFEROL#CYANOCOBALAMIN#FOLIC_ACID#IODINE#IRON_FERROUS#LEVOMEFOLIC_ACID#PYRIDOXINE,INSUD_PHARMA,VITAFOL-NANO,68-19-9,"98637, 98648",1,0
COLEUS_FORSKOHLII#HYDROCORTISONE#LIDOCAINE,AVION_PHARMA,ANA-LEX,137-58-6,"12433, 15198, 23015, 44403, 54740, 90455",1,0
COLEUS_FORSKOHLII#HYDROCORTISONE#LIDOCAINE,AVION_PHARMA,ANA-LEX,50-23-7,48942,1,0
COLISTIN#HYDROCORTISONE#NEOMYCIN#THONZYLAMINE,ENDO_INTERNATIONAL,CORTISPORIN-TC,50-23-7,48942,1,0
CYANOCOBALAMIN#ELETTARIA_CARDAMOMUM#GARDENIA#HUMULUS_LUPULUS#LAVANDULA_ANGUSTIFOLIA#MELATONIN#ORIGANUM_VULGARE#PASSIFLORA_INCARNATA#THEANINE#VIOLA_ODORATA,IOVATE,SLEEP FAST,68-19-9,"98637, 98648",1,0
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE,ESTEVE,FOLBIC RF,65-23-6,"85192, 109953",1,0
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE,ESTEVE,FOLBIC RF,68-19-9,"98637, 98648",1,0
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE#RIBOFLAVIN,ALFASIGMA,CEREFOLIN,65-23-6,"85192, 109953",1,0
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE#RIBOFLAVIN,ALFASIGMA,CEREFOLIN,68-19-9,"98637, 98648",1,0
CYANOCOBALAMIN#METHYLFOLATE#PYRIDOXINE#RIBOFLAVIN,ALFASIGMA,CEREFOLIN,83-88-5,73506,1,0
