molecule,crp,intprd,cas,drugid
CIDOFOVIR,GILEAD_SCIENCES,VISTIDE,113852-37-2,6955
CILASTATIN#IMIPENEM,MERCK_&_CO,ZIENAM,64221-86-9,"44406, 98214"
CILASTATIN#IMIPENEM,MERCK_&_CO,ZIENAM,82009-34-5,"44406, 98214"
CILOSTAZOL,OTSUKA,PLETAAL,73963-72-1,13482
CIMETIDINE,PRESTIGE_BRANDS,TAGAMET,51481-61-9,44398
CINACALCET,AMGEN,SENSIPAR,226256-56-0,16242
CIPROFLOXACIN,NOVARTIS,CILOXAN,85721-33-1,"32696, 35108, 44438, 48942, 51007, 65653, 68594"
CIPROFLOXACIN#DEXAMETHASONE,NOVARTIS,CILODEX,50-02-2,"12737, 48940, 51007, 65274, 80269"
CIPROFLOXACIN#DEXAMETHASONE,NOVARTIS,CILODEX,85721-33-1,"32696, 35108, 44438, 48942, 51007, 65653, 68594"
CIPROFLOXACIN#FLUOCINOLONE_ACETONIDE,ARBOR_PHARM,OTOVEL,67-73-2,"28539, 52822, 68594"
CIPROFLOXACIN#FLUOCINOLONE_ACETONIDE,ARBOR_PHARM,OTOVEL,85721-33-1,"32696, 35108, 44438, 48942, 51007, 65653, 68594"
CISATRACURIUM_BESILATE,ABBVIE,NIMBEX,96946-42-8,4734
CITALOPRAM,ALLERGAN,CELEXA,59729-33-8,"2822, 48998"
CLADRIBINE,JOHNSON_&_JOHNSON,LEUSTATIN,4291-63-8,"3490, 56102"
CLARITHROMYCIN,ABBVIE,BIAXIN,81103-11-9,2829
CLEVIDIPINE,CHIESI,CLEVIPREX,167221-71-8,15227
CLINDAMYCIN,PERRIGO,CLINDESSE,18323-44-9,"44370, 46999, 62195, 62738"
CLINDAMYCIN#TRETINOIN,BAUSCH_HEALTH,ZIANA,18323-44-9,"44370, 46999, 62195, 62738"
CLINDAMYCIN#TRETINOIN,BAUSCH_HEALTH,ZIANA,302-79-4,"9247, 12785, 13654, 51632, 56385, 62738, 98161"
CLOBAZAM,LUNDBECK,ONFI,22316-47-8,"79850, 104430"
CLOBETASOL,ENCORE_DERM,IMPOYZ,25122-41-2,18168
CLOBETASOL,ENCORE_DERM,IMPOYZ,25122-46-7,"18168, 91179, 96680"
CLOFARABINE,SANOFI,CLOLAR,123318-82-1,23624
CLONAZEPAM,ROCHE,RIVOTRIL,1622-61-3,44287
CLONIDINE,BOEHRINGER_INGEL,CATAPRESAN,4205-90-7,"46928, 58634, 69626"
CLOPIDOGREL,BRISTOL-MYERS_SQB.,PLAVIX B-MS,113665-84-2,2836
CLOZAPINE,HLS_THERAPEUTICS,CLOZARIL,5786-21-0,"44371, 77575, 77646"
COBICISTAT,GILEAD_SCIENCES,TYBOST,1004316-88-4,"62275, 62277, 72148, 72153, 74263, 75324"
COBICISTAT#DARUNAVIR,JOHNSON_&_JOHNSON,PREZCOBIX,1004316-88-4,"62275, 62277, 72148, 72153, 74263, 75324"
COBICISTAT#DARUNAVIR,JOHNSON_&_JOHNSON,PREZCOBIX,206361-99-1,"32981, 72148, 72153"
COBICISTAT#DARUNAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,JOHNSON_&_JOHNSON,SYMTUZA,1004316-88-4,"62275, 62277, 72148, 72153, 74263, 75324"
COBICISTAT#DARUNAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,JOHNSON_&_JOHNSON,SYMTUZA,143491-54-7,4728
COBICISTAT#DARUNAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,JOHNSON_&_JOHNSON,SYMTUZA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
COBICISTAT#DARUNAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,JOHNSON_&_JOHNSON,SYMTUZA,206361-99-1,"32981, 72148, 72153"
COBICISTAT#DARUNAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,JOHNSON_&_JOHNSON,SYMTUZA,379270-37-8,"40532, 72153, 75324, 94396, 95280, 100097"
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,GENVOYA,1004316-88-4,"62275, 62277, 72148, 72153, 74263, 75324"
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,GENVOYA,143491-54-7,4728
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,GENVOYA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,GENVOYA,379270-37-8,"40532, 72153, 75324, 94396, 95280, 100097"
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,GENVOYA,697761-98-1,"51371, 62277, 75324"
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,STRIBILD,1004316-88-4,"62275, 62277, 72148, 72153, 74263, 75324"
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,STRIBILD,143491-54-7,4728
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,STRIBILD,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,STRIBILD,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752"
COBICISTAT#ELVITEGRAVIR#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,STRIBILD,697761-98-1,"51371, 62277, 75324"
COBIMETINIB,ROCHE,COTELLIC,934660-93-2,56544
COLESEVELAM,DAIICHI_SANKYO,WELCHOL,182815-43-6,11290
COLFOSCERIL_PALMITATE,GLAXOSMITHKLINE,EXOSURF,63-89-8,"2843, 9798"
CONIVAPTAN,CUMBERLAND_PHARMAC,VAPRISOL,210101-16-9,8555
COPANLISIB,BAYER,ALIQOPA,1032568-63-0,64231
CRISABOROLE,PFIZER,EUCRISA,906673-24-3,55424
CROFELEMER,NAPO_PHARM,FULYZAQ,148465-45-6,9201
CYTARABINE,ALFASIGMA,DEPOCYT,147-94-4,"9049, 53082"
CYTARABINE#DAUNORUBICIN,JAZZ_PHARMA,VYXEOS,147-94-4,"9049, 53082"
CYTARABINE#DAUNORUBICIN,JAZZ_PHARMA,VYXEOS,20830-81-3,"2959, 53082"
DABIGATRAN_ETEXILATE,BOEHRINGER_INGEL,PRADAXA,211915-06-9,24343
DABRAFENIB,NOVARTIS,TAFINLAR,1195765-45-7,53133
DACLATASVIR,BRISTOL-MYERS_SQB.,DAKLINZA,1009119-64-5,58741
DACLIZUMAB,ROCHE,ZENAPAX,152923-56-3,"2546, 71582"
DACOMITINIB,PFIZER,VIZIMPRO,1110813-31-4,55705
DALBAVANCIN,ALLERGAN,DALVANCE,171500-79-1,13785
DALFOPRISTIN#QUINUPRISTIN,PFIZER,SYNERCID,112362-50-2,4275
DALFOPRISTIN#QUINUPRISTIN,PFIZER,SYNERCID,120138-50-3,4275
DAPAGLIFLOZIN,ASTRAZENECA,FORXIGA,461432-26-8,"52192, 59370, 83956, 93902"
DAPAGLIFLOZIN#METFORMIN,ASTRAZENECA,XIGDUO,1115-70-4,"6050, 49077, 49829"
DAPAGLIFLOZIN#METFORMIN,ASTRAZENECA,XIGDUO,461432-26-8,"52192, 59370, 83956, 93902"
DAPAGLIFLOZIN#METFORMIN,ASTRAZENECA,XIGDUO,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902"
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,361442-04-8,"44417, 59100, 83956, 93902"
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,461432-26-8,"52192, 59370, 83956, 93902"
DAPAGLIFLOZIN#SAXAGLIPTIN,ASTRAZENECA,QTERN,945667-22-1,44417
DAPIPRAZOLE,VALEANT_PHARMA,REV-EYES,72822-12-9,6014
DAPSONE,ALMIRALL,ACZONE,80-08-0,22204
DAPTOMYCIN,MERCK_&_CO,CUBICIN,103060-53-3,2911
DARIFENACIN,ALLERGAN,ENABLEX,133099-04-4,8735
DARUNAVIR,JOHNSON_&_JOHNSON,PREZISTA,206361-99-1,"32981, 72148, 72153"
DASATINIB,BRISTOL-MYERS_SQB.,SPRYCEL,302962-49-8,48946
DASATINIB,BRISTOL-MYERS_SQB.,SPRYCEL,863127-77-9,48946
DECITABINE,OTSUKA,DACOGEN,2353-33-5,13239
DEFERASIROX,NOVARTIS,EXJADE,201530-41-8,19300
DEFERIPRONE,APOTEX,FERRIPROX,30652-11-0,3431
DEFEROXAMINE,NOVARTIS,DESFERAL,70-51-9,45417
DEFLAZACORT,PTC_THERAPEUTICS,EMFLAZA,14484-47-0,86985
DEGARELIX,FERRING,FIRMAGON,214766-78-6,28453
DELAFLOXACIN,MELINTA_THERAPEUT,BAXDELA,189279-58-1,"16671, 60043"
DELAVIRDINE,GLAXOSMITHKLINE,RESCRIPTOR,136817-59-9,6241
DESFLURANE,BAXTER_INT,SUPRANE,57041-67-5,6027
DESLORATADINE,MERCK_&_CO,AERIUS,100643-71-8,"14319, 44407"
DESLORATADINE#PSEUDOEPHEDRINE,MERCK_&_CO,CLARINEX-D,100643-71-8,"14319, 44407"
DESLORATADINE#PSEUDOEPHEDRINE,MERCK_&_CO,CLARINEX-D,90-82-4,"13110, 48398, 91390, 91396"
DESMOPRESSIN,FERRING,DESMOPRESSIN  FRNG,16679-58-6,"60934, 62006"
DESOGESTREL#ETHINYLESTRADIOL,MERCK_&_CO,MARVELON,54024-22-5,"13599, 13648"
DESOGESTREL#ETHINYLESTRADIOL,MERCK_&_CO,MARVELON,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108"
DESVENLAFAXINE,PFIZER,PRISTIQ,93413-62-8,"6039, 86307, 86349"
DEUTETRABENAZINE,TEVA,AUSTEDO,1392826-25-3,79041
DEXAMETHASONE,ALLERGAN,OZURDEX,50-02-2,"12737, 48940, 51007, 65274, 80269"
DEXAMETHASONE#TOBRAMYCIN,NOVARTIS,TOBRADEX,32986-56-4,"11232, 12784, 44785, 48940, 81695"
DEXAMETHASONE#TOBRAMYCIN,NOVARTIS,TOBRADEX,50-02-2,"12737, 48940, 51007, 65274, 80269"
DEXLANSOPRAZOLE,TAKEDA,DEXILANT,138530-94-6,51277
DEXMEDETOMIDINE,PFIZER,PRECEDEX,113775-47-6,8783
DEXMETHYLPHENIDATE,NOVARTIS,FOCALIN,40431-64-9,"14214, 48978, 102193"
DEXRAZOXANE,PFIZER,ZINECARD,24584-09-6,"7126, 54689"
DEXTROMETHORPHAN#QUINIDINE,OTSUKA,NUEDEXTA,125-71-3,"6018, 21960"
DEXTROMETHORPHAN#QUINIDINE,OTSUKA,NUEDEXTA,56-54-2,21960
DICLOFENAC,ENDO_INTERNATIONAL,VOLTAREN,15307-86-5,"5296, 10269, 14410, 16937, 41500, 53562, 54118, 61461, 69641, 86050"
DICLOFENAC#MISOPROSTOL,PFIZER,ARTHROTEC,15307-86-5,"5296, 10269, 14410, 16937, 41500, 53562, 54118, 61461, 69641, 86050"
DICLOFENAC#MISOPROSTOL,PFIZER,ARTHROTEC,59122-46-2,"5296, 5312, 17853"
DIDANOSINE,BRISTOL-MYERS_SQB.,VIDEX,69655-05-6,2935
DIENOGEST#ESTRADIOL,BAYER,QLAIRA,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865"
DIENOGEST#ESTRADIOL,BAYER,QLAIRA,65928-58-7,45857
DIFLUPREDNATE,NOVARTIS,DUREZOL,23674-86-4,55599
DILTIAZEM,BAUSCH_HEALTH,CARDIZEM,42399-41-7,"13663, 44288, 46078"
DILTIAZEM#ENALAPRIL,SANOFI,TECZEM,42399-41-7,"13663, 44288, 46078"
DILTIAZEM#ENALAPRIL,SANOFI,TECZEM,75847-73-3,"13663, 44289, 52092, 83183"
DIMETHYL_FUMARATE,BIOGEN,TECFIDERA,624-49-7,47019
DIRITHROMYCIN,MEDA,DYNABAC,62013-04-1,2943
DOCETAXEL,SANOFI,TAXOTERE,114977-28-5,"2953, 96008"
DOCOSANOL,GLAXOSMITHKLINE,ABREVA,661-19-8,3497
DOFETILIDE,PFIZER,TIKOSYN,115256-11-6,2954
DOLASETRON,SANOFI,ANZEMET,115956-12-2,2955
DOLUTEGRAVIR,GLAXOSMITHKLINE,TIVICAY,1051375-16-6,"59062, 69973, 91586, 101639"
DOLUTEGRAVIR#RILPIVIRINE,GLAXOSMITHKLINE,JULUCA,1051375-16-6,"59062, 69973, 91586, 101639"
DOLUTEGRAVIR#RILPIVIRINE,GLAXOSMITHKLINE,JULUCA,500287-72-9,"52857, 63988, 91586, 94396"
DONEPEZIL,EISAI,ARICEPT,120014-06-4,"2992, 70630"
DONEPEZIL#MEMANTINE,ALLERGAN,NAMZARIC,120014-06-4,"2992, 70630"
DONEPEZIL#MEMANTINE,ALLERGAN,NAMZARIC,19982-08-2,"11547, 63655, 70630"
DORAVIRINE,MERCK_&_CO,PIFELTRO,1338225-97-0,"74480, 96077"
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,1338225-97-0,"74480, 96077"
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,134678-17-4,"3474, 16696, 26574, 48181, 65069, 69973, 73625, 90562, 96077, 101639, 109933, 113752"
DORAVIRINE#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MERCK_&_CO,DELSTRIGO,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752"
DORIPENEM,SHIONOGI_SEIYAKU,FINIBAX,148016-81-3,8399
DORZOLAMIDE,MERCK_&_CO,TRUSOPT,120279-96-1,"2958, 70335"
DORZOLAMIDE#TIMOLOL,AKORN,COSOPT,120279-96-1,"2958, 70335"
DORZOLAMIDE#TIMOLOL,AKORN,COSOPT,26839-75-8,"44315, 50845, 54133, 70335"
DOXAZOSIN,PFIZER,CARDURA,74191-85-8,"6588, 100100"
DOXEPIN,PERNIX,SILENOR,1668-19-5,50478
DOXERCALCIFEROL,SANOFI,HECTOROL,54573-75-0,"10535, 51349"
DOXORUBICIN,JOHNSON_&_JOHNSON,DOXIL,23214-92-8,"7934, 59664"
DOXYCYCLINE,NESTLE,PERIOSTAT,24390-14-5,"10198, 10563, 46927, 74224, 92069"
DOXYCYCLINE,NESTLE,PERIOSTAT,564-25-0,"10198, 10563, 14440, 46927, 48140, 92069, 96277"
DRONABINOL,ABBVIE,MARINOL ABBV,1972-08-3,"12866, 84795"
DRONEDARONE,SANOFI,MULTAQ,141626-36-0,4459
DROSPIRENONE#ESTRADIOL,BAYER,ANGELIQ,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865"
DROSPIRENONE#ESTRADIOL,BAYER,ANGELIQ,67392-87-4,"2963, 22275"
DROXIDOPA,LUNDBECK,NORTHERA,23651-95-8,13569
DULOXETINE,LILLY,CYMBALTA,116539-59-4,5907
DUTASTERIDE,GLAXOSMITHKLINE,AVODART,164656-23-9,"7352, 57005"
DUTASTERIDE#TAMSULOSIN,GLAXOSMITHKLINE,COMBODART,106133-20-4,"4513, 57005"
DUTASTERIDE#TAMSULOSIN,GLAXOSMITHKLINE,COMBODART,164656-23-9,"7352, 57005"
DUVELISIB,VERASTEM,COPIKTRA,1201438-56-3,62418
EDARAVONE,MITSUBISHI_TANABE,RADICAVA,89-25-8,3574
EDOXABAN,DAIICHI_SANKYO,LIXIANA,480449-70-5,51255
EFAVIRENZ,BRISTOL-MYERS_SQB.,SUSTIVA,154598-52-4,"10172, 50038, 65069, 109933"
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,143491-54-7,4728
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,154598-52-4,"10172, 50038, 65069, 109933"
EFAVIRENZ#EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,ATRIPLA,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752"
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,134678-17-4,"3474, 16696, 26574, 48181, 65069, 69973, 73625, 90562, 96077, 101639, 109933, 113752"
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,154598-52-4,"10172, 50038, 65069, 109933"
EFAVIRENZ#LAMIVUDINE#TENOFOVIR_DISOPROXIL,MYLAN,SYMFI LO,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752"
EFINACONAZOLE,BAUSCH_HEALTH,JUBLIA,164650-44-6,9988
ELAGOLIX,ABBVIE,ORILISSA,834153-87-6,48547
ELBASVIR#GRAZOPREVIR,MERCK_&_CO,ZEPATIER,1350514-68-9,91016
ELBASVIR#GRAZOPREVIR,MERCK_&_CO,ZEPATIER,1370468-36-2,91016
ELETRIPTAN,PFIZER,RELPAX,143322-58-1,8715
ELTROMBOPAG,NOVARTIS,PROMACTA,496775-61-2,10606
ELUXADOLINE,ALLERGAN,VIBERZI,864821-90-9,64911
ELVITEGRAVIR,GILEAD_SCIENCES,VITEKTA,697761-98-1,"51371, 62277, 75324"
EMEDASTINE,NOVARTIS,EMADINE,87233-61-2,3034
EMPAGLIFLOZIN,BOEHRINGER_INGEL,JARDIANCE,864070-44-0,"58762, 67953, 68598"
EMPAGLIFLOZIN#LINAGLIPTIN,BOEHRINGER_INGEL,GLYXAMBI,668270-12-0,"55852, 67953, 68567"
EMPAGLIFLOZIN#LINAGLIPTIN,BOEHRINGER_INGEL,GLYXAMBI,864070-44-0,"58762, 67953, 68598"
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,1115-70-4,"6050, 49077, 49829"
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902"
EMPAGLIFLOZIN#METFORMIN,BOEHRINGER_INGEL,SYNJARDY,864070-44-0,"58762, 67953, 68598"
EMTRICITABINE,GILEAD_SCIENCES,EMTRIVA,143491-54-7,4728
EMTRICITABINE,GILEAD_SCIENCES,EMTRIVA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,143491-54-7,4728
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,379270-37-8,"40532, 72153, 75324, 94396, 95280, 100097"
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,ODEFSEY,500287-72-9,"52857, 63988, 91586, 94396"
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,143491-54-7,4728
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752"
EMTRICITABINE#RILPIVIRINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,COMPLERA,500287-72-9,"52857, 63988, 91586, 94396"
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,143491-54-7,4728
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
EMTRICITABINE#TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,DESCOVY,379270-37-8,"40532, 72153, 75324, 94396, 95280, 100097"
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,143491-54-7,4728
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,143491-57-0,"4728, 49219, 50038, 62277, 63988, 72153, 75324, 94396, 95280, 100097"
EMTRICITABINE#TENOFOVIR_DISOPROXIL,GILEAD_SCIENCES,TRUVADA,201341-05-1,"14493, 49219, 50038, 62277, 63988, 65069, 73625, 96077, 109933, 113752"
ENALAPRIL,BAUSCH_HEALTH,VASOTEC,75847-73-3,"13663, 44289, 52092, 83183"
ENALAPRIL#HYDROCHLOROTHIAZIDE,BAUSCH_HEALTH,VASERETIC,58-93-5,"3517, 16073, 24189, 46939, 47877, 52092, 54363, 59553, 61908, 69924, 70332, 70334, 70337, 70338, 70340, 70341, 70342, 70525, 80291"
ENALAPRIL#HYDROCHLOROTHIAZIDE,BAUSCH_HEALTH,VASERETIC,75847-73-3,"13663, 44289, 52092, 83183"
ENASIDENIB,CELGENE_CORP,IDHIFA,1446502-11-9,86597
ENCORAFENIB,ARRAY_BIOPHARMA,BRAFTOVI,1269440-17-6,73843
ENFUVIRTIDE,ROCHE,FUZEON,159519-65-0,9428
ENOXAPARIN_SODIUM,SANOFI,LOVENOX,679809-58-6,"13928, 55090"
ENTACAPONE,NOVARTIS,COMTAN,130929-57-6,"6556, 33005"
ENTECAVIR,BRISTOL-MYERS_SQB.,BARACLUDE,142217-69-4,13486
ENZALUTAMIDE,ASTELLAS_PHARMA,XTANDI,915087-33-1,53981
EPINASTINE,ALLERGAN,RELESTAT,80012-43-7,47958
EPIRUBICIN,PFIZER,FARMORUBICIN,56420-45-2,13022
EPLERENONE,PFIZER,INSPRA,107724-20-9,14603
EPOPROSTENOL,GLAXOSMITHKLINE,FLOLAN,35121-78-9,"6132, 71847"
EPROSARTAN,ABBVIE,TEVETEN,133040-01-4,4414
EPTIFIBATIDE,MERCK_&_CO,INTEGRILIN,188627-80-7,"3359, 93412"
ERAVACYCLINE,TETRAPHASE_PHARMA,XERAVA,1207283-85-9,64411
ERIBULIN,EISAI,HALAVEN,253128-41-5,28773
ERLOTINIB,ROCHE,TARCEVA,183321-74-6,11961
ERTAPENEM,MERCK_&_CO,INVANZ,153773-82-1,12543
ERTAPENEM,MERCK_&_CO,INVANZ,153832-46-3,12543
ERTUGLIFLOZIN,MERCK_&_CO,STEGLATRO,1210344-57-2,"64552, 84865, 84869"
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,1115-70-4,"6050, 49077, 49829"
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,1210344-57-2,"64552, 84865, 84869"
ERTUGLIFLOZIN#METFORMIN,MERCK_&_CO,SEGLUROMET,657-24-9,"6050, 27454, 29182, 48279, 49077, 49829, 54657, 55177, 56555, 56823, 59100, 59370, 64334, 67614, 68567, 68598, 74198, 82005, 84865, 93902"
ERTUGLIFLOZIN#SITAGLIPTIN,MERCK_&_CO,STEGLUJAN,1210344-57-2,"64552, 84865, 84869"
ERTUGLIFLOZIN#SITAGLIPTIN,MERCK_&_CO,STEGLUJAN,486460-32-6,"44499, 54657, 62169, 84869"
ESCITALOPRAM,ALLERGAN,LEXAPRO,128196-01-0,17518
ESKETAMINE,JOHNSON_&_JOHNSON,SPRAVATO,33643-46-8,89500
ESLICARBAZEPINE_ACETATE,SUMITOMO_DAINIPPON,APTIOM,236395-14-5,25898
ESOMEPRAZOLE,PFIZER,NEXIUM 24HR,119141-88-7,"16026, 55828, 64899"
ESOMEPRAZOLE#NAPROXEN,HORIZON_PHARMA,VIMOVO,119141-88-7,"16026, 55828, 64899"
ESOMEPRAZOLE#NAPROXEN,HORIZON_PHARMA,VIMOVO,22204-53-1,"12013, 17853, 31482, 55828"
ESTRADIOL,MYLAN,ELESTRIN,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865"
ESTRADIOL#LEVONORGESTREL,BAYER,CLIMARA PRO,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865"
ESTRADIOL#LEVONORGESTREL,BAYER,CLIMARA PRO,797-63-7,"12170, 14885, 14954, 22274, 37956, 37957, 46921, 53557, 55434, 63268, 82773, 109108"
ESTRADIOL#MEDROXYPROGESTERONE,PFIZER,LUNELLE,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865"
ESTRADIOL#MEDROXYPROGESTERONE,PFIZER,LUNELLE,520-85-4,44404
ESTRADIOL#PROGESTERONE,THERAPEUTIC_MD,BIJUVA,50-28-2,"3066, 4161, 9830, 10300, 10412, 11238, 11837, 11897, 12343, 13851, 17527, 22274, 22275, 44378, 45697, 46417, 47420, 49122, 79128, 80874, 85758, 85865"
ESTRADIOL#PROGESTERONE,THERAPEUTIC_MD,BIJUVA,57-83-0,"12360, 40649, 85865"
ESTROGENIC_SUBSTANCES-_CONJUGATED#MEDROXYPROGESTERONE,PFIZER,PREMPRO,520-85-4,44404
ESZOPICLONE,SUMITOMO_DAINIPPON,LUNESTA,138729-47-2,18873
ETELCALCETIDE,AMGEN,PARSABIV,1262780-97-1,64775
ETHINYLESTRADIOL#ETONOGESTREL,MERCK_&_CO,NUVARING,54048-10-1,"13600, 13615"
ETHINYLESTRADIOL#ETONOGESTREL,MERCK_&_CO,NUVARING,57-63-6,"2963, 4582, 10301, 12168, 12170, 12171, 13599, 13615, 13648, 14954, 37956, 37957, 46282, 46921, 46926, 46935, 47516, 53557, 54904, 63014, 63268, 64446, 104110, 109108"
