,CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
694,83348-52-1,https://drugs.ncats.io/drug/M78TVM3G5Z,US Previously Marketed 1991,NUROMAX by ABBVIE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019946,US Previously Marketed 1991,NUROMAX by ABBVIE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019946,Muscle spasm; Muscle spasm,Approved; Approved
695,309-29-5,https://drugs.ncats.io/drug/94F3830Q73,US Approved Rx 2003,ANDA076266,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076266,US Approved Rx 1965,NDA014879,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=014879,Drug-induced postanesthesia respiratory depression; Chronic pulmonary disease associated with acute hypercapnia,Approved; Approved
696,74191-85-8,https://drugs.ncats.io/drug/NW1291F1W8,US Approved Rx 2017,ANDA208719,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208719,US Approved Rx 1990,NDA019668,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019668,Hypertension; Benign prostatic hyperplasia,Approved; Approved
697,1668-19-5,https://drugs.ncats.io/drug/5ASJ6HUZ7D,US Approved Rx 2023,ANDA217688,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217688,US Previously Marketed 1969,SINEQUAN by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016798,Depression; Psychoneurotic patients with anxiety; Moderate pruritus in adult patients with atopic dermatitis or lichen simplex chronicus,Approved; Approved; Approved
698,54573-75-0,https://drugs.ncats.io/drug/3DIZ9LF5Y9,US Approved Rx 2000,NDA021027,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021027,US Approved Rx 1999,NDA020862,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020862,Secondary hyperparathyroidism in patients with chronic kidney disease on dialysis,Approved
699,23214-92-8,https://drugs.ncats.io/drug/80168379AG,US Approved Rx 2022,ANDA212219,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212219,US Previously Marketed 1974,DOXORUBICIN HYDROCHLORIDE by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050467,AIDS-related Kaposi’s sarcoma; Multiple myeloma; Ovarian cancer; Locally advanced or unresectable soft tissue sarcoma; Glioblastoma; Kaposi’s sarcoma; Metastatic non-small cell lung cancer; Pancreatic ductal adenocarcinoma,Approved; Approved; Approved; Phase III; Phase II; Phase II; Phase II; Phase II
700,564-25-0,https://drugs.ncats.io/drug/334895S862,US Approved Rx 2019,ANDA211343,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211343,US Approved Rx 1967,NDA050007,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050007,Bartonellosis; Periodontitis; Campylobacter fetus infections; Campylobacter fetus infections; Granuloma inguinale; Rocky Mountain spotted fever; Typhus fever; Bartonellosis,Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved
701,469-21-6,https://drugs.ncats.io/drug/95QB77JKPL,US Approved OTC ,21 CFR 341.12(h) cough/cold:antihistamine doxylamine succinate,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec341-12.xml,US Previously Marketed 1948,DECAPRYN by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006412,Insomnia; Allergic rhinitis,Approved; Approved
702,1972-08-3,https://drugs.ncats.io/drug/7J8897W37S,US Approved Rx 1985,NDA018651,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018651,US Approved Rx 1985,NDA018651,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018651,Anorexia in AIDS; Nausea in cancer chemotherapy; Vomiting in cancer chemotherapy,Approved; Approved; Approved
703,141626-36-0,https://drugs.ncats.io/drug/JQZ1L091Y2,US Approved Rx 2024,ANDA205904,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205904,US Approved Rx 2009,NDA022425,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022425,Atrial fibrillation; Atrial flutter,Approved; Approved
704,548-73-2,https://drugs.ncats.io/drug/O9U0F09D5X,US Approved Rx 1988,ANDA072123,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=072123,US Previously Marketed 1968,INNOVAR by EPIC PHARMA LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016049,Nausea and vomiting associated with surgical and diagnostic procedures,Approved
705,67392-87-4,https://drugs.ncats.io/drug/N295J34A25,US Approved Rx 2012,ANDA201663,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201663,US Approved Rx 2001,NDA021098,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021098,Vulvar and vaginal atrophy symptoms due to menopause; Pregnancy; Vasomotor symptoms due to menopause,Approved; Approved; Approved
706,98530-76-8,https://drugs.ncats.io/drug/JGH8MYC891,US Previously Marketed 2001,Xigris,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125029,US Previously Marketed 2001,Xigris,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125029,,
707,23651-95-8,https://drugs.ncats.io/drug/J7A92W69L7,US Approved Rx 2018,ANDA210839,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210839,US Approved Rx 1950,NDA007513,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007513,Hypotension; Cardiac arrest; Systemic inflammatory response syndrome; Neurogenic orthostatic hypotension,Approved; Approved; Phase IV; Approved
708,923950-08-7,https://drugs.ncats.io/drug/WTT295HSY5,US Approved Rx 2014,BLA125469,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125469,US Approved Rx 2014,BLA125469,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125469,,
709,116539-59-4,https://drugs.ncats.io/drug/O5TNM5N07U,US Approved Rx 2018,ANDA211310,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211310,US Approved Rx 2004,NDA021733,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021733,Fibromyalgia; Major depressive disorder; Generalized anxiety disorder,Approved; Approved; Approved
710,1190264-60-8,https://drugs.ncats.io/drug/420K487FSG,US Approved Rx 2017,BLA761055,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761055,US Approved Rx 2017,BLA761055,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761055,,
711,1428935-60-7,https://drugs.ncats.io/drug/28X28X9OKV,US Approved Rx 2017,BLA761069,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761069,US Approved Rx 2017,BLA761069,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761069,,
712,164656-23-9,https://drugs.ncats.io/drug/O0J6XJN02I,US Approved Rx 2015,ANDA203118,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203118,US Approved Rx 2001,NDA021319,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021319,Benign prostatic hyperplasia,Approved
713,1201438-56-3,https://drugs.ncats.io/drug/610V23S0JI,US Approved Rx 2018,NDA211155,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211155,US Approved Rx 2018,NDA211155,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211155,Relapsed or refractory follicular lymphoma; Relapsed or refractory chronic lymphocytic leukemia/small lymphocytic lymphoma,Approved; Approved
714,586-60-7,https://drugs.ncats.io/drug/078A24Q30O,US Approved OTC ,21 CFR 346.10(e) anorectal:local anesthetic dyclonine hydrochloride,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec346-10.xml,US Previously Marketed 1955,DYCLONE by ASTRAZENECA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=009925,Friedreich ataxia; Cancer; Sore throat; Pain,Not Provided; Basic research; Approved; Approved
715,460738-38-9,https://drugs.ncats.io/drug/5Q6TZN2HNM,US Approved Rx 2009,BLA125277,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125277,US Approved Rx 2009,BLA125277,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125277,hereditary angioedema,Approved
716,27220-47-9,https://drugs.ncats.io/drug/6Z1Y2V4A7M,US Approved Rx 2013,NDA205175,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205175,US Previously Marketed 1982,SPECTAZOLE by ALVOGEN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018751,Tinea pedis,Approved
717,6736-03-4,https://drugs.ncats.io/drug/0F350BVT6S,US Approved Rx 1960,NDA011963,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=011963,Possibly Marketed Outside US 1959,NDA011963,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e4bb53c7-9061-43fc-878f-dc1b19801bfc,Accommodative esotropia; Open-angle glaucoma,Approved; Approved
718,219685-50-4,https://drugs.ncats.io/drug/A3ULP0F556,US Approved Rx 2007,BLA125166,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125166,US Approved Rx 2007,BLA125166,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125166,,
719,89-25-8,https://drugs.ncats.io/drug/S798V6YJRP,US Approved Rx 2017,NDA209176,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209176,US Approved Rx 2017,NDA209176,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209176,Acute ischemic stroke; Amyotrophic lateral sclerosis,Approved; Approved
720,60-00-4,https://drugs.ncats.io/drug/9G34HU7RV0,US Approved Rx 2023,ANDA216435,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216435,US Previously Marketed 1953,CALCIUM DISODIUM VERSENATE by BAUSCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=008922,Heavy metal poisoning; Hypercalcemia; Ventricular arrhythmias associated with digitalis toxicity; Lead encephalopathy; Lead poisoning,Approved; Not Provided; Not Provided; Approved; Approved
721,480449-70-5,https://drugs.ncats.io/drug/NDU3J18APO,US Approved Rx 2015,NDA206316,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206316,US Approved Rx 2015,NDA206316,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206316,Nonvalvular atrial fibrillation; Pulmonary embolism; Deep vein thrombosis,Approved; Approved; Approved
722,312-48-1,https://drugs.ncats.io/drug/70FP3JLY7N,US Previously Marketed 1985,ENLON by MYLAN INSTITUTIONAL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=088873,US Previously Marketed 1951,TENSILON by PAI HOLDINGS PHARM,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=007959,Neuromuscular blockade; Myasthenia gravis,Approved; Approved
723,214745-43-4,https://drugs.ncats.io/drug/XX2MN88N5D,US Previously Marketed 2003,Raptiva,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125075,US Previously Marketed 2003,Raptiva,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125075,,
724,154598-52-4,https://drugs.ncats.io/drug/JE6H2O27P8,US Approved Rx 2018,NDA208255,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208255,US Previously Marketed 1998,SUSTIVA by BRISTOL MYERS SQUIBB,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020972,HIV-1 infection,Approved
725,164650-44-6,https://drugs.ncats.io/drug/J82SB7FXWB,US Approved Rx 2021,ANDA211969,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211969,US Approved Rx 2014,NDA203567,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203567,Onychomycosis,Approved
726,70052-12-9,https://drugs.ncats.io/drug/ZQN1G5V6SR,US Approved Rx 2023,NDA215500,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215500,US Previously Marketed 1990,ORNIDYL by SANOFI AVENTIS US,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019879,Facial hirsutism,Approved
727,1270012-79-7,https://drugs.ncats.io/drug/7PCM518YLR,Possibly Marketed Outside US ,Eloctate by Bioverativ Canada Inc [Canada],https://www.drugbank.ca/drugs/DB11607,Possibly Marketed Outside US 2014,BLA125487,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bec39fa0-1524-4e6b-897f-db0ef093085e,,
728,1270012-74-2,https://drugs.ncats.io/drug/02E00T2QDE,Possibly Marketed Outside US ,Alprolix by Bioverativ Canada Inc [Canada],https://www.drugbank.ca/drugs/DB11608,Possibly Marketed Outside US 2014,BLA125444,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2fb3fb92-379d-4683-80d6-b06c0a7dc063,,
729,834153-87-6,https://drugs.ncats.io/drug/5B2546MB5Z,US Approved Rx 2020,NDA213388,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213388,US Approved Rx 2018,NDA210450,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210450,Pain associated with endometriosis; Uterine Fibroids,Approved; Phase III
730,1709806-75-6,https://drugs.ncats.io/drug/9R3D3Y0UHS,US Approved Rx 2018,BLA761092,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761092,US Approved Rx 2018,BLA761092,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761092,,
731,9007-58-3,https://drugs.ncats.io/drug/VRC4754D50,Possibly Marketed Outside US 2016,"Shampoo for dyed and damaged hair with collagen, lanolin, biotin and arginine Horse Force by Zeldis-farma, Ooo",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=331c14e9-3b2e-1f4a-e054-00144ff88e88,Possibly Marketed Outside US 2016,"Shampoo for dyed and damaged hair with collagen, lanolin, biotin and arginine Horse Force by Zeldis-farma, Ooo",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=331c14e9-3b2e-1f4a-e054-00144ff88e88,,
732,1370468-36-2,https://drugs.ncats.io/drug/632L571YDK,US Approved Rx 2016,NDA208261,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208261,US Approved Rx 2016,NDA208261,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208261,Chronic hepatitis C,Approved
733,12125-02-9,https://drugs.ncats.io/drug/01Q9PC255D,US Approved Rx 1984,ANDA088366,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=088366,US Previously Marketed 1921,Ammonium Chloride U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Metabolic alkalosis,Approved
734,143322-58-1,https://drugs.ncats.io/drug/22QOO9B8KI,US Approved Rx 2002,NDA021016,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021016,US Approved Rx 2002,NDA021016,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021016,Migraine,Approved
735,977005-95-0,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
736,491833-29-5,https://drugs.ncats.io/drug/DR40J4WA67,US Approved Rx 2023,ANDA212420,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212420,US Approved Rx 2014,NDA205494,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205494,Gaucher's disease type I,Approved
737,9025-60-9,https://drugs.ncats.io/drug/ODJ69JZG85,US Approved Rx 2014,BLA125460,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125460,US Approved Rx 2014,BLA125460,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125460,,
738,915296-00-3,https://drugs.ncats.io/drug/1351PE5UGS,US Approved Rx 2015,BLA761035,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761035,US Approved Rx 2015,BLA761035,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761035,,
739,496775-61-2,https://drugs.ncats.io/drug/S56D65XJ9G,US Approved Rx 2008,NDA022291,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022291,US Approved Rx 2008,NDA022291,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022291,Immune thrombocytopenia; Severe aplastic anemia,Approved; Approved
740,864821-90-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
741,697761-98-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
742,1709815-23-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
743,87233-61-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
744,1610943-06-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
745,56-81-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
746,864070-44-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
747,143491-57-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
748,75847-73-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
749,76420-72-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
750,1446502-11-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
751,1269440-17-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
752,13838-16-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
753,159519-65-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
754,74011-58-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
755,679809-58-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
756,471-53-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
757,93106-60-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
758,130929-57-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
759,142217-69-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
760,915087-33-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
761,299-42-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
762,989-51-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
763,80012-43-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
764,51-43-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
765,56420-45-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
766,107724-20-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
767,11096-26-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
768,11096-26-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
769,35121-78-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
770,133040-01-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
771,188627-80-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
772,1207283-85-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
773,1582205-90-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
774,50-14-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
775,60-79-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
776,113-15-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
777,253128-41-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
778,183321-74-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
779,153832-46-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
780,1210344-57-2,https://drugs.ncats.io/drug/6C282481IP,US Approved Rx 2017,NDA209806,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209806,US Approved Rx 2017,NDA209806,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209806,Type 2 diabetes mellitus; type 2 diabetes mellitus,Phase III; Approved
781,114-07-8,https://drugs.ncats.io/drug/63937KV33D,US Approved Rx 2020,ANDA212015,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212015,US Previously Marketed 1952,Ilotycin by Lilly,DeHaen 1940-1975 NMEs,Acne; Pneumonia; Bacterial endocarditis; Staphylococcal dermatitis; Listeriosis; Diphtheria; Respiratory tract infections; Skin and skin structure infections; Erythrasma; Diphtheria; Skin and skin structure infections; Respiratory tract infections; Listeriosis; Erythrasma,Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved
782,128196-01-0,https://drugs.ncats.io/drug/4O4S742ANY,US Approved Rx 2002,NDA021323,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021323,US Approved Rx 2002,NDA021323,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021323,Generalized anxiety disorder; Major depressive disorder,Approved; Approved
783,33643-46-8,https://drugs.ncats.io/drug/50LFG02TXD,US Approved Rx 2019,NDA211243,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211243,Possibly Marketed Outside US 1970,NDA211243,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d81a6a79-a74a-44b7-822c-0dfa3036eaed,,
784,236395-14-5,https://drugs.ncats.io/drug/BEA68ZVB2K,US Approved Rx 2023,ANDA211236,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211236,US Approved Rx 2013,NDA022416,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022416,Partial-onset seizures,Approved
785,81147-92-4,https://drugs.ncats.io/drug/MDY902UXSR,US Approved Rx 2022,ANDA214172,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214172,US Approved Rx 1986,NDA019386,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019386,Supraventricular tachycardia; Noncompensatory sinus tachycardia,Approved; Approved
786,119141-88-7,https://drugs.ncats.io/drug/N3PA6559FT,US Approved Rx 2020,ANDA212866,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212866,Possibly Marketed Outside US 1989,ANDA078003,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1f0ba9c8-e5f2-4d65-a0e3-19a6541a03b5,Heartburn,Approved
787,29975-16-4,https://drugs.ncats.io/drug/36S3EQV54C,US Approved Rx 1997,ANDA074826,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074826,US Previously Marketed 1990,PROSOM by ABBOTT,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019080,Insomnia,Approved
788,17916-67-5,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
789,2998-57-4,https://drugs.ncats.io/drug/35LT29625A,US Approved Rx 1981,NDA018045,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018045,US Approved Rx 1981,NDA018045,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018045,Carcinoma of the prostate,Approved
790,50-27-1,https://drugs.ncats.io/drug/FB33469R8E,Possibly Marketed Outside US ,WHO-ATC:G03CA04,https://ginas.ncats.nih.gov/ginas/app/substance/FB33469R8E,Possibly Marketed Outside US 2012,NADA141325,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b6e29b3-7286-4408-9a44-7d8589d1d958,Urinary tract infections; Atrophic vaginitis; Genital prolapse,Phase IV; Phase III; Phase IV
791,53-16-7,https://drugs.ncats.io/drug/2DI9HA706A,US Approved Rx 1977,ANDA083220,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=083220,US Previously Marketed 1931,Theelin by Parke Davis,https://en.wikipedia.org/wiki/Estrone_(medication),Endometrial hyperplasia/carcinoma; Menopausal and postmenopausal disorder; Ovarian diseases; Precocious puberty; Amenorrhea; Infertility; Breast cancer; Prostate cancer; Obesity; Endometrial cancer; Benign breast disease; Premenstrual syndrome; Menopausal and postmenopausal disorders,Approved; Approved; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Natural Metabolite; Phase III; Approved
792,12126-59-9,https://drugs.ncats.io/drug/IU5QR144QX,US Approved Rx 2003,NDA021417,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021417,US Approved Rx 1942,NDA004782,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=004782,,
